sido,sigungu,wcName
서울특별시,종로구,종로노인종합복지관
서울특별시,중구,약수노인종합복지관
서울특별시,중구,유락종합사회복지관
서울특별시,중구,중림종합사회복지관
서울특별시,용산구,용산노인종합복지관
서울특별시,용산구,갈월종합사회복지관
서울특별시,용산구,효창종합사회복지관
서울특별시,용산구,청파노인복지센터
서울특별시,용산구,용산재가노인지원센터
서울특별시,성동구,성동노인종합복지관
서울특별시,성동구,옥수재가노인지원센터
서울특별시,광진구,늘푸른돌봄센터
서울특별시,광진구,광진노인종합복지관
서울특별시,동대문구,동대문노인종합복지관
서울특별시,동대문구,은천재가노인지원센터
서울특별시,동대문구,우리사랑재가노인지원센터
서울특별시,중랑구,구립신내노인종합복지관
서울특별시,중랑구,시립중랑노인종합복지관
서울특별시,중랑구,면목종합사회복지관
서울특별시,중랑구,(사)여명복지회 여명재가노인지원센터
서울특별시,성북구,정릉종합사회복지관
서울특별시,중구,길음종합사회복지관
서울특별시,성북구,생명의전화종합사회복지관
서울특별시,성북구,성북노인종합복지관
서울특별시,강북구,시립강북노인종합복지관
서울특별시,강북구,번동3단지종합사회복지관
서울특별시,강북구,강북재가노인지원센터
서울특별시,도봉구,도봉노인종합복지관
서울특별시,도봉구,창동종합사회복지관
서울특별시,도봉구,한결재가돌봄센터
서울특별시,노원구,서울노원남부지역자센터
서울특별시,노원구,노원노인종합복지관
서울특별시,노원구,노원구어르신돌봄지원센터
서울특별시,은평구,은평어르신돌봄통합지원센터
서울특별시,은평구,시립은평노인종합복지관
서울특별시,서대문구,서대문노인종합복지관
서울특별시,서대문구,효림재가노인지원센터
서울특별시,마포구,마포노인복지센터
서울특별시,마포구,마포어르신돌봄통합센터
서울특별시,양천구,양천어르신종합복지관
서울특별시,양천구,서서울어르신복지관
서울특별시,양천구,목동실버복지문화센터
서울특별시,강서구,참사랑재가노인지원센터
서울특별시,강서구,강서노인종합복지관
서울특별시,강서구,강서구립봉제산노인복지센터
서울특별시,구로구,구로어르신돌봄통합센터
서울특별시,구로구,구로노인종합복지관
서울특별시,구로구,궁동종합사회복지관
서울특별시,금천구,금천한내어르신복지센터
서울특별시,금천구,금천호암노인복지관
서울특별시,금천구,금천노인종합복지관
서울특별시,영등포구,사회복지법인 한국노인복지회(구립영등포노인복지센터)
서울특별시,영등포구,영등포종합사회복지관
서울특별시,영등포구,신길종합사회복지관
서울특별시,영등포구,영등포노인종합복지관
서울특별시,동작구,동작노인종합복지관
서울특별시,동작구,사당어르신종합복지관
서울특별시,관악구,신림종합사회복지관
서울특별시,관악구,성민종합사회복지관
서울특별시,관악구,사회적협동조합우리사이
서울특별시,관악구,시립관악노인종합복지관
서울특별시,서초구,서초어르신행복e음센터
서울특별시,서초구,방배노인종합복지관
서울특별시,강남구,강남구노인통합지원센터
서울특별시,송파구,송파노인종합복지관
서울특별시,송파구,송파실벗뜨락노인복지관
서울특별시,송파구,송파노인복지센터
서울특별시,강동구,강동노인종합복지관
서울특별시,강동구,성가정노인종합복지관
서울특별시,강동구,성내종합사회복지관
부산광역시,중구,중구노인복지관
부산광역시,서구,서구종합사회복지관
부산광역시,서구,서구노인복지관
부산광역시,동구,동구노인복지관
부산광역시,동구,자성대노인복지관
부산광역시,영도구,영도구노인복지관
부산광역시,영도구,와치종합사회복지관
부산광역시,부산진구,부산진구노인복지관
부산광역시,부산진구,다사랑복합문화예술회관
부산광역시,동래구,동래구노인복지관
부산광역시,동래구,사직노인복지센터
부산광역시,동래구,효림원재가노인지원서비스센터
부산광역시,남구,남구노인복지관
부산광역시,남구,행복남구노인복지센터
부산광역시,남구,용호종합사회복지관 부설 용호재가노인지원서비스센터
부산광역시,남구,청전재가노인지원서비스센터
부산광역시,북구,장선종합복지공동체(실버벨노인종합복지관)
부산광역시,북구,화명종합사회복지관
부산광역시,북구,청록재가노인지원서비스센터
부산광역시,해운대구,어진샘노인종합복지관
부산광역시,해운대구,장산노인복지관
부산광역시,해운대구,영진노인복지센터
부산광역시,해운대구,운봉종합사회복지관
부산광역시,사하구,인창노인복지센터
부산광역시,사하구,사하중앙노인복지센터
부산광역시,사하구,신장림사랑채노인복지관
부산광역시,사하구,몰운대종합사회복지관
부산광역시,사하구,구평종합사회복지관
부산광역시,금정구,금정구노인복지관
부산광역시,금정구,남광종합사회복지관
부산광역시,금정구,금정구종합사회복지관
부산광역시,강서구,강서노인종합복지관
부산광역시,연제구,연제구거제종합사회복지관
부산광역시,연제구,연제지역자활센터
부산광역시,연제구,연제구노인복지관
부산광역시,수영구,수영구노인복지관
부산광역시,수영구,수영재가노인지원서비스센터
부산광역시,수영구,광안노인복지관
부산광역시,사상구,모라종합사회복지관
부산광역시,사상구,사상구종합사회복지관
부산광역시,사상구,사상구노인복지관
부산광역시,기장군,기장군노인복지관
부산광역시,기장군,기장군노인복지관(분관)
대구광역시,중구,남산종합사회복지관
대구광역시,중구,어르신마을노인복지센터
대구광역시,중구,삼덕노인복지센터
대구광역시,동구,감천재가노인돌봄센터
대구광역시,동구,진명노인복지센터
대구광역시,동구,효청원재가노인돌봄센터
대구광역시,동구,신안재가노인돌봄센터
대구광역시,동구,동구재가노인돌봄센터
대구광역시,동구,성덕재가노인돌봄센터
대구광역시,서구,노인의전화재가돌봄센터
대구광역시,서구,샬롬노인복지센터
대구광역시,서구,정다운노인복지센터
대구광역시,서구,보은노인복지센터
대구광역시,남구,햇빛노인복지센터
대구광역시,남구,참좋은재가노인돌봄센터
대구광역시,남구,대덕노인종합복지관
대구광역시,북구,가정북구노인복지센터
대구광역시,북구,가정종합사회복지관
대구광역시,북구,효성노인복지센터
대구광역시,북구,가나안재가노인돌봄센터
대구광역시,북구,청인재가노인돌봄센터
대구광역시,수성구,달구벌재가노인돌봄센터
대구광역시,수성구,대구시지 재가노인돌봄센터
대구광역시,수성구,마야재가노인돌봄센터
대구광역시,수성구,홀트대구종합사회복지관
대구광역시,수성구,예원재가노인돌봄센터
대구광역시,수성구,화성재가노인돌봄센터
대구광역시,수성구,선한이웃재가노인돌봄센터
대구광역시,달서구,달서구노인종합복지관
대구광역시,달서구,성서재가노인돌봄센터
대구광역시,달서구,월성재가노인돌봄센터
대구광역시,달서구,굿실버재가노인돌봄센터
대구광역시,달서구,대구YWCA재가노인돌봄센터
대구광역시,달서구,대덕재가노인돌봄센터
대구광역시,달서구,대구재가노인돌봄센터
대구광역시,달성군,효경재가노인돌봄센터
대구광역시,달성군,수경재가노인돌봄센터
대구광역시,달성군,에덴재가노인돌봄센터
대구광역시,달성군,늘푸른복지센터
인천광역시,중구,중구재가노인지원서비스센터
인천광역시,동구,성언의집재가노인지원서비스센터
인천광역시,동구,동구노인복지관
인천광역시,미추홀구,대한어머니회재가노인지원서비스센터
인천광역시,미추홀구,인천재가노인지원서비스센터
인천광역시,미추홀구,실업극복인천본부실버센터
인천광역시,미추홀구,미추홀재가노인지원서비스센터
인천광역시,연수구,연수구재가노인복지센터
인천광역시,연수구,청학노인복지관
인천광역시,남동구,남동구노인복지관
인천광역시,남동구,만수종합사회복지관
인천광역시,남동구,논현종합사회복지관
인천광역시,부평구,인천부평남부지역자활센터
인천광역시,부평구,부평구노인복지관
인천광역시,부평구,정다운노인요양센터
인천광역시,계양구,구립계산노인복지센터
인천광역시,계양구,다사랑재가노인지원서비스센터
인천광역시,계양구,계양푸른빛재가노인지원서비스센터
인천광역시,서구,연희노인문화센터
인천광역시,서구,서구노인복지관
인천광역시,서구,가좌노인문화센터
인천광역시,서구,검단노인복지관
인천광역시,강화군,강화군청
인천광역시,옹진군,옹진군청
광주광역시,동구,C.C.C.동구노인복지센터
광주광역시,동구,선인종합재가센터
광주광역시,서구,서구노인종합복지관
광주광역시,서구,실버마을
광주광역시,서구,쌍촌종합사회복지관
광주광역시,서구,금호종합사회복지관
광주광역시,남구,남구노인복지관
광주광역시,남구,광주공원노인복지센터
광주광역시,남구,빛고을노인건강타운
광주광역시,북구,우산종합사회복지관
광주광역시,북구,한울노인복지센터
광주광역시,북구,각화종합사회복지관
광주광역시,북구,무등종합사회복지관
광주광역시,북구,북구노인종합복지관
광주광역시,북구,효령노인복지타운
광주광역시,광산구,광산구더불어락노인복지관
광주광역시,광산구,하남종합사회복지관
광주광역시,광산구,송광종합사회복지관
광주광역시,광산구,원광효도복지센터
대전광역시,동구,동구정다운어르신복지관
대전광역시,동구,동구행복한어르신복지관
대전광역시,동구,선우노인복지센터
대전광역시,동구,금성노인복지센터
대전광역시,중구,대전중구지역자활센터
대전광역시,중구,대전광역시노인복지관
대전광역시,중구,대전노인복지센터
대전광역시,중구,한밭노인복지센터
대전광역시,서구,유등노인복지관
대전광역시,서구,대전서구지역자활센터
대전광역시,서구,서구노인복지관재가노인지원센터
대전광역시,서구,관저종합사회복지관
대전광역시,유성구,유성노인복지센터
대전광역시,유성구,유성구노인복지관
대전광역시,대덕구,대덕구노인종합복지관
대전광역시,대덕구,법동종합사회복지관
대전광역시,대덕구,대덕종합사회복지관
울산광역시,중구,장수재가노인지원서비스센터
울산광역시,중구,중구노인복지관
울산광역시,중구,울산중구재가노인지원서비스센터
울산광역시,남구,디딤돌재가노인지원서비스센터
울산광역시,남구,도산노인복지관
울산광역시,남구,선암호수노인복지관
울산광역시,동구,울산동구종합사회복지관
울산광역시,동구,율산광역시동구노인복지관
울산광역시,북구,울산북구노인복지관
울산광역시,북구,한울타리재가노인지원서비스센터
울산광역시,울주군,행복누리재가노인지원서비스센터
울산광역시,울주군,울산노인요양원
울산광역시,울주군,행복한재가노인지원서비스센터
울산광역시,울주군,울주재가노인지원서비스센터
세종특별자치시,세종특별자치시,세종시사회서비스원
세종특별자치시,세종특별자치시,세종재가노인지원센터
경기도,수원시,밤밭노인복지관
경기도,수원시,SK청솔노인복지관
경기도,수원시,무봉종합사회복지관
경기도,수원시,버드내노인복지관
경기도,수원시,서호노인복지관
경기도,수원시,능실종합사회복지관
경기도,수원시,팔달노인복지관
경기도,수원시,수원재가노인지원서비스센터
경기도,수원시,광교노인복지관
경기도,수원시,경기도노인보호전문기관
경기도,성남시,수정노인종합복지관
경기도,성남시,수정중앙노인종합복지관
경기도,성남시,은행1동복지회관
경기도,성남시,도촌종합사회복지관
경기도,성남시,판교노인종합복지관
경기도,성남시,경기동부노인보호전문기관
경기도,성남시,성남시독거노인종합지원센터
경기도,의정부시,흥선노인복지관
경기도,의정부시,경기북부노인보호전문기관
경기도,의정부시,신곡노인종합복지관
경기도,의정부시,송산노인종합복지관
경기도,안양시,만안종합사회복지관
경기도,안양시,율목종합사회복지관
경기도,안양시,성결재가노인지원서비스센터
경기도,안양시,안양시노인종합복지관
경기도,부천시,부천시원미노인복지관
경기도,부천시,부천시소사노인복지관
경기도,부천시,부천시오정노인복지관
경기도,광명시,광명시립하안노인종합복지관
경기도,광명시,광명시립 소하노인종합복지관
경기도,평택시,평택노인복지센터
경기도,평택시,안중소규모요양시설
경기도,평택시,평택북부노인복지관
경기도,동두천시,동두천시노인복지관
경기도,안산시,상록구노인복지관
경기도,안산시,동산노인복지관
경기도,안산시,사회적협동조합양지돌봄
경기도,안산시,부곡종합사회복지관
경기도,안산시,안산시와동종합사회복지관
경기도,안산시,단원구노인복지관
경기도,안산시,안산시초지종합사회복지관
경기도,고양시,덕양노인종합복지관
경기도,고양시,고양시원당종합사회복지관
경기도,고양시,고양시덕양행신종합사회복지관
경기도,고양시,삼송동종합복지회관
경기도,고양시,고양시원흥종합사회복지관
경기도,고양시,효샘재자노인지원서비스센터
경기도,고양시,일산노인종합복지관
경기도,고양시,고양시흰돌종합사회복지관
경기도,고양시,사회복지법인에벤에셀
경기도,고양시,대화노인종합복지관
경기도,고양시,사회복지법인우림복지재단
경기도,고양시,문촌7종합사회복지관
경기도,고양시,고양시문촌9종합사회복지관
경기도,과천시,과천시노인복지관
경기도,구리시,경기구리지역자활센터
경기도,구리시,구리시종합사회복지관
경기도,남양주시,남양주시사회복지관 북부희망케어센터
경기도,남양주시,동부희망케어센터
경기도,남양주시,남양주시노인복지관
경기도,남양주시,남양주종합재가센터
경기도,오산시,오산의료소비자생활협동조합
경기도,오산시,오산종합사회복지관
경기도,시흥시,한국돌봄사회적협동조합시흥지부
경기도,시흥시,시흥재가노인통합지원센터
경기도,시흥시,거모종합사회복지관
경기도,시흥시,함현상생종합사회복지관
경기도,군포시,군포시늘푸른노인복지관
경기도,군포시,성민재가노인복지센터
경기도,의왕시,의왕시아름채노인복지관
경기도,의왕시,의왕시사랑채노인복지관
경기도,하남시,영락재가노인지원서비스센터
경기도,용인시,인보노인복지센터
경기도,용인시,용인대학교 사회봉사센터
경기도,용인시,용인시처인노인복지관
경기도,용인시,용인시기흥노인복지관
경기도,용인시,사회적협동조합 용인도우누리
경기도,용인시,루터대학교용인노인복지센터
경기도,용인시,구성농협재가노인복지센터
경기도,용인시,(사)여럿이함께
경기도,용인시,용인시수지노인복지관
경기도,파주시,파주시문산종합사회복지관
경기도,파주시,파주시은빛사랑채
경기도,파주시,파주시노인복지관
경기도,이천시,노인종합복지관
경기도,안성시,안성시노인복지관
경기도,안성시,파라밀노인복지센터
경기도,김포시,김포시북부노인복지관
경기도,김포시,김포시노인종합복지관
경기도,화성시,화성시동탄노인복지관
경기도,화성시,화성시서부노인복지관
경기도,화성시,화성시남부노인복지관
경기도,화성시,화성시서부종합사회복지관
경기도,광주시,북부무한돌봄행복나눔센터
경기도,광주시,양문노인맞춤돌봄센터
경기도,광주시,남부무한돌봄행복나눔센터
경기도,양주시,열린노인복지센터
경기도,양주시,양주다사랑재가노인지원서비스센터
경기도,양주시,성문노인주야간보호센터
경기도,포천시,포천시무한돌봄희망복지센터
경기도,포천시,포천나눔의집돌봄센터
경기도,포천시,포천시노인복지관
경기도,여주시,여주시노인복지관
경기도,여주시,강북권역 맞춤돌봄서비스센터
경기도,여주시,금사권역 노인맞춤돌봄서비스센터
경기도,여주시,가남반석재가노인지원서비스센터
경기도,연천군,연천군노인복지관
경기도,가평군,가평군노인복지관
경기도,양평군,양평건강가정다문화가족지원센터
경기도,양평군,양평군 노인복지관
강원도,춘천시,춘천동부노인복지관
강원도,춘천시,춘천남부노인복지관
강원도,춘천시,춘천북부노인복지관
강원도,춘천시,춘천효자종합사회복지관
강원도,원주시,원주가톨릭노인복지센터
강원도,원주시,명륜종합사회복지관
강원도,원주시,원주종합사회복지관
강원도,원주시,밥상공동체종합사회복지관
강원도,강릉시,사회적협동조합 마음별
강원도,강릉시,강릉시니어클럽
강원도,동해시,동해시노인종합복지관U-Care센터
강원도,태백시,태백노인복지센터
강원도,태백시,24시 행복한복지센터
강원도,속초시,속초시노인복지관
강원도,속초시,속초U-care센터
강원도,삼척시,삼척시종합사회복지관
강원도,삼척시,삼척시노인복지관
강원도,홍천군,홍천군청
강원도,홍천군,홍천군노인복지관
강원도,횡성군,횡성군청독거노인지원센터
강원도,횡성군,횡성노인복지센터
강원도,영월군,(유)영월군돌봄사회서비스센터
강원도,영월군,영월군사회복지협의회
강원도,평창군,평창노인복지센터
강원도,정선군,정선군사회복지협의회
강원도,철원군,철원군사회복지협의회
강원도,철원군,엘림노인복지센터
강원도,화천군,화천군청
강원도,양구군,아름다운동행
강원도,양구군,양구사랑나눔복지회
강원도,인제군,인제군사회복지관
강원도,고성군,고성군노인복지관
강원도,양양군,낙산노인복지센터
강원도,양양군,행복노인복지센터
충청북도,청주시,청주시독거노인통합지원센터
충청북도,청주시,청주서원노인복지관
충청북도,청주시,청주가경노인복지관
충청북도,청주시,우암소규모노인종합센터
충청북도,청주시,사회적협동조합 휴먼케어
충청북도,청주시,목령종합사회복지관
충청북도,충주시,충주시노인복지관
충청북도,충주시,사람인충주돌봄
충청북도,제천시,제천카리타스재가노인지원센터
충청북도,제천시,제천시노인종합복지관
충청북도,제천시,명락노인종합복지관
충청북도,보은군,보은군노인장애인복지관
충청북도,옥천군,옥천군노인장애인복지관
충청북도,영동군,영동군노인복지관
충청북도,영동군,영동군사회복지협의회
충청북도,증평군,삼보사회복지관
충청북도,증평군,증평지역자활센터
충청북도,진천군,진천군노인복지관
충청북도,진천군,생거진천노인복지센터
충청북도,괴산군,괴산군청
충청북도,음성군,음성지역자활센터
충청북도,음성군,음성군노인복지관
충청북도,단양군,단양노인복지관
충청남도,천안시,아우내은빛복지관
충청남도,천안시,천안시노인종합복지관
충청남도,공주시,금강종합사회복지관
충청남도,공주시,공주시노인종합복지관
충청남도,공주시,공주노인복지센터
충청남도,공주시,공주효센터
충청남도,보령시,보령효나눔복지센터
충청남도,보령시,보령노인종합복지관
충청남도,보령시,보령지역자활센터
충청남도,아산시,아산시노인종합복지관
충청남도,아산시,아산종합사회복지관
충청남도,아산시,온양노인복지센터
충청남도,서산시,서산노인복지센터
충청남도,서산시,엘림재가노인복지센터
충청남도,논산시,논산시청독거노인돌봄센터
충청남도,계룡시,계룡시노인복지관
충청남도,당진시,당진시노인복지관
충청남도,당진시,당진시남부노인복지관
충청남도,당진시,송산종합사회복지관
충청남도,금산군,금산군청
충청남도,부여군,부여노인복지센터
충청남도,부여군,기독교대한감리회유지재단석성제일교회
충청남도,부여군,부여돌보미사회적협동조합
충청남도,서천군,서천노인복지센터
충청남도,서천군,서천군노인복지관
충청남도,청양군,충남청양지역자활센터
충청남도,청양군,청양군재가노인지원센터
충청남도,홍성군,홍성군노인종합복지관
충청남도,홍성군,올리브재가노인종합지원센터
충청남도,홍성군,청로노인종합지원센터
충청남도,예산군,예산군노인종합복지관
충청남도,예산군,예산기독교연합복지재단
충청남도,태안군,태안노인복지관
전라북도,전주시,노인사랑노인복지센터
전라북도,전주시,중부노인복지센터
전라북도,전주시,이양재노인종합센터
전라북도,전주시,성예노인복지센터
전라북도,전주시,샬롬노인복지센터
전라북도,전주시,효경노인복지센터
전라북도,전주시,우리노인복지센터
전라북도,전주시,즐거운집노인복지센터
전라북도,전주시,금암노인복지관
전라북도,전주시,금암노인복지센터
전라북도,전주시,엠마오노인복지센터
전라북도,군산시,군산나운종합사회복지관
전라북도,군산시,군산종합사회복지관
전라북도,군산시,군산노인종합복지관
전라북도,군산시,보은재가노인통합지원센터
전라북도,군산시,동부재가노인통합지원센터
전라북도,군산시,함께하는재가노인통합지원센터
전라북도,익산시,원광효도마을 노인복지센터
전라북도,익산시,북익산노인복지센터
전라북도,익산시,동행노인복지센터
전라북도,익산시,익산시노인종합복지관
전라북도,익산시,임마누엘노인복지센터
전라북도,익산시,마한노인복지센터
전라북도,정읍시,성공회행복노인복지센터
전라북도,정읍시,정읍시노인복지관
전라북도,정읍시,하늘향노인복지센터
전라북도,정읍시,들꽃마을
전라북도,남원시,남원사회복지관
전라북도,남원시,남원시노인복지관
전라북도,남원시,지리산노인복지센터
전라북도,김제시,김제노인복지센터
전라북도,김제시,김제노인종합복지관
전라북도,김제시,성암노인복지센터
전라북도,완주군,완주지역자활센터
전라북도,완주군,용진노인복지센터
전라북도,완주군,예은노인복지센터
전라북도,완주군,구이노인복지센터
전라북도,완주군,완주노인복지센터
전라북도,진안군,임마누엘재가노인복지센터
전라북도,진안군,진안시니어클럽
전라북도,무주군,무주노인종합복지관
전라북도,장수군,장수군노인장애인복지관
전라북도,임실군,임실군노인종합복지관
전라북도,임실군,사랑요양원
전라북도,순창군,순창군청
전라북도,순창군,순창지역자활센터
전라북도,고창군,고창군장애인복지관
전라북도,고창군,고창원광노인복지센터
전라북도,고창군,고창군종합사회복지관
전라북도,부안군,부안노인복지센터
전라북도,부안군,부안종합사회복지관
전라남도,목포시,하당노인복지관
전라남도,목포시,목포이랜드노인복지관
전라남도,목포시,목포시노인복지관
전라남도,여수시,여수시노인복지관
전라남도,여수시,소라종합사회복지관
전라남도,여수시,미평종합사회복지관
전라남도,여수시,문수종합사회복지관
전라남도,순천시,(사)지역사랑복지협의회
전라남도,순천시,(사)세계밀알연합
전라남도,순천시,사단법인 월드비전커뮤니티
전라남도,나주시,동신대학교 산학협력단
전라남도,나주시,영산포종합사회복지관
전라남도,나주시,고구려대학교노인복지센터
전라남도,광양시,광양시청
전라남도,담양군,메니노인전문요양원
전라남도,담양군,담양군노인복지관
전라남도,곡성군,(복)곡성삼강원
전라남도,곡성군,심청노인복지센터
전라남도,구례군,구례재가사랑노인복지센터
전라남도,고흥군,고흥군사회복지협의회
전라남도,고흥군,고흥군노인복지관
전라남도,보성군,보성종합사회복지관
전라남도,보성군,보성군노인복지관
전라남도,보성군,전남보성지역자활센터
전라남도,화순군,화순지역자활센터
전라남도,화순군,나드리노인복지관
전라남도,장흥군,장흥종합사회복지관
전라남도,장흥군,장흥지역자활센터
전라남도,강진군,대한불교조계종백련사
전라남도,해남군,해남노인종합복지관
전라남도,해남군,해남종합사회복지관
전라남도,영암군,영암지역자활센터
전라남도,영암군,정우재가노인복지센터
전라남도,무안군,에덴재가노인복지센터
전라남도,함평군,함평군사회복지협의회
전라남도,함평군,전남함평지역자활센터
전라남도,영광군,비룡노인맞춤돌봄센터
전라남도,영광군,전남영광지역자활센터
전라남도,영광군,청람노인복지센터
전라남도,장성군,장성군청
전라남도,장성군,재단법인프란치스꼬분사무소
전라남도,완도군,완도지역자활센터
전라남도,진도군,진도군청
전라남도,신안군,신악지역자활센터
전라남도,신안군,신안노인복지센터
경상북도,포항시,사회적협동조합포항나눔지역자활센터
경상북도,포항시,포항재가노인지원서비스센터
경상북도,포항시,선재재가노인지원서비스센터
경상북도,포항시,좋은이웃노인복지센터
경상북도,포항시,서포항노인복지센터
경상북도,포항시,포항원광보은의집
경상북도,포항시,가람재가노인지원센터
경상북도,경주시,경주노인복지센터
경상북도,경주시,하나노인복지센터
경상북도,경주시,참사랑노인복지센터
경상북도,경주시,공영재가노인지원서비스센터
경상북도,경주시,경주시종합사회복지관
경상북도,김천시,김천지역자활센터
경상북도,김천시,김천노인복지센터
경상북도,김천시,김천시노인종합복지관
경상북도,안동시,노인통합지원센터
경상북도,안동시,경북안동지역자활센터
경상북도,안동시,사단법인안동자원봉사센터
경상북도,안동시,안동재가노인지원서비스센터
경상북도,구미시,성심노인복지센터
경상북도,구미시,금오재가노인지원서비스센터
경상북도,구미시,강동재가노인지원서비스센터
경상북도,구미시,구미재가노인지원서비스센터
경상북도,영주시,영주재가노인지원서비스센터
경상북도,영주시,사회복지법인 장수마을
경상북도,영천시,영천시종합사회복지관
경상북도,영천시,영천기독교청년회(YMCA)영천노인복지센터
경상북도,영천시,마야실비노인요양원
경상북도,상주시,담향재가노인지원서비스센터
경상북도,상주시,상주시종합사회복지관
경상북도,상주시,상주효도마을노인복지센터
경상북도,상주시,상주재가노인지원서비스센터
경상북도,문경시,문경시종합사회복지관
경상북도,문경시,문경지역자활센터
경상북도,경산시,보현전문요양원
경상북도,경산시,경산청솔재가노인지원서비스센터
경상북도,경산시,경산시재가노인지원서비스센터
경상북도,경산시,한국돌봄사회적협동조합경산지부
경상북도,군위군,군위노인복지센터
경상북도,의성군,기쁨의 집
경상북도,의성군,금성노인복지관
경상북도,의성군,의성군노인복지관분관
경상북도,청송군,청송보현재가노인복지센터
경상북도,영양군,영양군장애인보호작업장
경상북도,영덕군,영덕지역자활센터
경상북도,영덕군,한국돌봄사회적협동조합영덕지부
경상북도,청도군,청도군주간보호센터
경상북도,고령군,고령지역자활센터
경상북도,고령군,사회복지법인수경재단
경상북도,성주군,성주지역자활센터
경상북도,성주군,파티마재가노인지원서비스센터
경상북도,성주군,이웃과하나노인복지센터
경상북도,칠곡군,칠곡노인복지센터
경상북도,칠곡군,성가양로원
경상북도,예천군,유천재가노인지원서비스센터
경상북도,봉화군,봉화군노인복지관
경상북도,봉화군,봉화요양원
경상북도,울진군,울진군노인복지관
경상북도,울릉군,경상북도장애인종합복지관울릉분관
경상남도,창원시,동진노인통합지원센터
경상남도,창원시,창원도우누리노인종합재가센터
경상남도,창원시,삼원소규모요양시설(방문요양)
경상남도,창원시,명진노인통합지원센터
경상남도,창원시,마산희망지역자활센터
경상남도,창원시,성로노인통합지원센터
경상남도,창원시,경상남도사회서비스원 창원시종합재가센터
경상남도,창원시,경남노인통합지원센터
경상남도,창원시,한양노인통합지원센터
경상남도,창원시,정혜원노인통합지원센터
경상남도,진주시,진양노인통합지원센터
경상남도,진주시,진주노인통합지원센터
경상남도,진주시,나누리노인통합지원센터
경상남도,진주시,공덕의집노인통합지원센터
경상남도,통영시,통영시장애인종합복지관
경상남도,통영시,통영시종합사회복지관
경상남도,사천시,사랑원노인지원센터
경상남도,사천시,사천노인복지센터
경상남도,김해시,효능원노인통합지원센터
경상남도,김해시,김해지역자활센터
경상남도,김해시,경상남도사회서비스원김해시종합재가센터
경상남도,김해시,김해시종합사회복지관
경상남도,김해시,생명의전화노인통합지원센터
경상남도,김해시,보현행원노인통합지원센터
경상남도,밀양시,밀양시자원봉사단체협의회
경상남도,밀양시,밀양노인통합지원센터
경상남도,밀양시,우리들노인통합지원센터
경상남도,거제시,거제노인통합지원센터
경상남도,거제시,거제사랑노인복지센터
경상남도,양산시,양산재가노인복지센터
경상남도,양산시,통도사자비원 노인통합지원센터
경상남도,양산시,웅상노인복지관
경상남도,의령군,의령노인통합지원센터
경상남도,함안군,사)대한노인회함안군지회
경상남도,함안군,함안군재가노인통합지원센터
경상남도,창녕군,사회적협동조합 창녕지역자활센터
경상남도,창녕군,창녕군새누리노인종합센터
경상남도,고성군,고성시니어스
경상남도,고성군,고성지역자활센터
경상남도,남해군,화방남해노인통합지원센터
경상남도,남해군,화방재가복지센터
경상남도,하동군,하동노인통합지원센터
경상남도,하동군,경남하동지역자활센터
경상남도,산청군,산청한일노인통합지원센터
경상남도,산청군,산청복음노인통합지원센터
경상남도,산청군,산청해민노인통합지원센터
경상남도,함양군,함양군청
경상남도,거창군,거창효노인통합지원센터
경상남도,거창군,거창노인통합지원센터
경상남도,거창군,거창인애노인통합지원센터
경상남도,합천군,합천댐효나눔노인복지센터
경상남도,합천군,합천군립노인전문요양원
경상남도,합천군,미타재가복지센터
경상남도,합천군,합천노인복지센터
제주특별자치도,제주시,제주원광재가노인복지센터
제주특별자치도,제주시,은빛마을노인복지센터
제주특별자치도,제주시,제주시홀로사는노인지원센터
제주특별자치도,제주시,제주이어도지역자활센터
제주특별자치도,제주시,성안노인복지센터
제주특별자치도,제주시,제주노인복지센터
제주특별자치도,서귀포시,동광노인복지센터
제주특별자치도,서귀포시,성산원광소규모요양시설
제주특별자치도,서귀포시,서귀포시홀로사는노인지원센터
제주특별자치도,서귀포시,서귀원광노인복지센터